en,ha
"For the husband is the head of the wife as Christ is the head of the church, his body, of which he is the Savior” (Ephesians 5:22–23).","Don miji shi ne shugaban matarsa, kamar yadda Almasihu yake shugaban Ikkilisiya, wato, jikinsa, shi kansa kuma shi ne Mai Ceton jikin” (Afisawa 5:22-23)."
The Bible makes it clear that we have all sinned.,Wajen farko na addu’ar mai zunubi shine ganewa cewa mu dukanmu masu zunubi ne.
"There are many other planets out there, but we certainly do not know enough about them to verify that they could support life.","Akwai sauran duniyoyi da yawa a wajen, amma tabbas bamu san komai game dasu ba don tabbatar da cewa zasu iya tallafawa rayuwa."
"Some people call this a “quiet time.” Others call it  “devotions,” because it is a time when we devote ourselves to God.","Yawancin mutane suna ƙira wannan “ lokacin tsit.” Waɗansu na ƙiranta “ salla ko addu’a,” domin ita ce lokacin da muke duƙufar da kanmu ga Allah."
"God the Father is not a man, nor was He ever (Numbers 23:19; 1 Samuel 15:29; Hosea 11:9).","Allah Uba ba mutum bane, kuma bai taɓa kasancewa ba (Lissafi 23:19; 1 Sama’ila 15:29; Yusha'u 11:9)."
Answer,Amsa
"Creation, the Bible, and the Word made flesh (Jesus Christ) will help us to know what God is like.","Halitta, Littafi Mai Tsarki, kuma Kalmar ta zama tsoka (Yesu Kiristi) zasu taimake mu mu san abin da kamar Allah yake."
"Without that relationship, life has no real purpose.","Idan ba tare da wannan alakar ba, rayuwa ba ta da wata ma'ana ta hakika."
"The church is to be a “lighthouse” in the community, pointing people toward our Lord and Savior Jesus Christ.",Wani aikin da aka ba cocin shine shelar bisharar ceto ta wurin Yesu Kiristi (Matta 28:18-20; Ayukan Manzanni 1:8).
There is nothing that anyone can do to earn salvation.,"Daidai kamar yadda babu abin da wani zai iya yi ya sami ladan ceto, da zarar wani ya aza amincewar sa/ta cikin aikin Kiristi a kan gicciye, babu abin da wani zai iya yi ya rasa ceton sa/ta kuwa."
Foxe’s Book of Martyrs by John Foxe,Koma zuwa shafin gida na Hausa
"Mormons believe Jesus is a god, but that any human can also become a god (Doctrine and Covenants 132:20; Teachings of the Prophet Joseph Smith, p. 345–354).","Mormons sun gaskata cewa Yesu allah ne, amma kowane ɗan adam ma zai iya zama allah."
"Deuteronomy 20:16-17 declares, “However, in the cities of the nations the LORD your God is giving you as an inheritance, do not leave alive anything that breathes.","Kubawar Shari'a 20:16-17 ta ce, ""Amma kada ku bar kome da rai a garuruwan mutanen nan da Ubangiji Allahnku yake ba ku su gādo."
Answer,Amsa
"Peter, speaking to the Sanhedrin, clearly proclaimed Jesus as the only way to heaven: “Salvation is found in no one else, for there is no other name under heaven given to mankind by which we must be saved” (Acts 4:12).","Don haka, Allah yayi hanyar da za’a haɗa mu da shi cikin sama.” Saboda ƙaunar da Allah yayi wa duniya har ya bada makaɗaicin Ɗansa, domin duk wanda ya gaskata da shi kada ya halaka, sai dai ya sami rai madawwami” (Yahaya 3:16).”Gama sakamakon zunubi mutuwa ne, amma baiwar Allah ita ce rai madawwami cikin Alamsihu Yesu Ubangijinmu” (Romawa 6:23)."
Several of Paul’s epistles refer to marriage and how believers are to operate within the marriage relationship.,Wasikun Bulus da yawa suna Magana game da aure da kuma yadda masu imani zasuyi aiki cikin dangantakar aure.
"The Bible declares that when we arrive in heaven, we will “be like him [Jesus]; for we shall see him as he is” (1 John 3:2).","Lokacin da jaririn Dauda ya mutu, Dauda ya ba da sanarwar, ""Zan je wurinsa, amma ba zai dawo wurina ba"" (2 Sama'ila 12:23)."
We often receive questions like “I am divorced for such and such a reason.,Sau da yawa muna karɓar tambayoyi kamar “An sake ni saboda irin wannan dalilin.
The Bible gives us the measuring stick by which we can distinguish truth from error.,Littafi Mai-Tsarki ya bamu sandar aunawa wanda zamu iya rarrabe gaskiya da kuskure.
"The Intelligent Design Theory says that intelligent causes are necessary to explain the complex, information-rich structures of biology and that these causes are empirically detectable.","Ka'idar Zane mai Hankali ta ce dalilai na hankali sun zama dole don bayyana hadaddun, wadatattun hanyoyin ilimin halittu da cewa wadannan abubuwan suna da tasirin gaske."
"The Bible says that people reject this knowledge, and therefore God is just in condemning them to hell.","Littafi Mai Tsarki ya ce mutane sun ƙi wannan ilimin, sabili da haka Allah mai adalci ne cikin yanke musu hukuncin wuta."
What is the prayer of salvation?,Babu waɗansu kalmomin”sihiri’ masu haifar da ceto.
Why did Jesus instruct us to pray “lead us not into temptation” when God states that He does not tempt us?,"Ka tuna, a cikin addu'a, Allah ya fi son magana da shi da magana daga zukatanmu fiye da yadda yake cikin takamaiman kalmomin da muke amfani da su."
The church is the  people.,Ikilisiya ta zama mutane ne.
Their lives and deaths testify to the fact that the Bible truly is God’s Word.,Rayukan su da mace-macen su sun shaida gaskiya cewa Littafi Mai Tsarki ne da gaske maganar Allah.
"A key may be in Genesis 6:3: “The Lord said, ‘My Spirit will not contend with humans forever, for they are mortal; their days will be a hundred and twenty years.’” Many people see the reference to “a hundred and twenty years” as the new, divinely appointed limit on man’s age.","Mabuɗin yana iya zama cikin Farawa 6:3: “Sai Ubangiji ya ce, ‘Numfashina ba zai zauna cikin mutum har abada ba, gama shi mai mutuwa ne."
"The question arises, though, why does the Bible not speak out strongly against slavery?","Tambayar ta taso, duk da haka, me ya sa Littafi Mai Tsarki bai yi magana mai ƙarfi game da bautar ba?"
"May Galatians 3:28 be completely realized, “There is neither Jew nor Greek, slave nor free, male nor female, for you are all one in Christ Jesus.”","Bari Galatiyawa 3:28 ya zama cikakke, “Ba sauran cewa Bayahude ko Ba'al'umme, ko ɗa, ko bawa, ko namiji ko mace."
"Although not stated in the text, it would seem the allowance for remarriage after divorce is God’s mercy for the one who was sinned against, not for the one who committed the sexual immorality.","Ko da yake ba a rubuta cikin nassin ba, yarda a sake yin aure bayan kisan aure ya zama rahama ga wanda aka yi wa zunubin, ba ga wanda yayi zunubin fasiƙanci ba."
The governing body of the Watchtower Bible and Tract Society is the only body in the cult that claims authority to interpret Scripture.,Hukumar da ke kula da Hasumiyar Tsaro da Fili Jama’a ita kaɗai ce ƙungiyar da ke ikirarin ikon fassara Nassi.
"Bartholomew, also known as Nathanael, was a missionary to Asia.","Bartalamawas, wanda aka fi sani da Nata’ala, mishan ne a Asiya."
"Therefore what God has joined together, let man not separate” (Matthew 19:6).","Abin da Allah fa ya gama, kada mutum ya raba” (Matiyu 19:6)."
Questions about the Bible,English
We deserved to be the ones placed on that cross to die because we are the ones who live sinful lives.,Mun cancanci mu kasance waɗanda aka ɗora a kan gicciyen don mu mutu saboda mu ne muke rayuwa da zunubi.
"In its most basic sense, the word soul means “life”; however, beyond this essential meaning, the Bible speaks of the soul in many contexts.","A mahimmancin ma'anarta, kalmar ""rai"" tana nufin ""rayuwa."""
"Jesus said, “I am the way and the truth and the life.","Yesu ya ce, ""Ni ne hanya, ni ne gaskiya, ni ne kuma rai."
From these brief accounts we learn how Jesus used two of the frailest of elements as symbols of His body and blood and established them as a monument to His death.,Daga cikin wannan taƙaitaccen labarin mun koya yadda Yesu yayi amfani da abubuwa biyu masu rauni a matsayin alamun jikinsa da jininsa kuma ya kafa su a matsayin abin tunawa ga mutuwarsa.
"If we are to recognize God’s voice, we must belong to Him.","Idan har za mu gane muryar Allah, dole ne mu zama nasa"
"However, the vast majority of evolutionary scientists hold that life evolved entirely without any intervention of a higher being.","Koda yake, mafi yawan masana kimiyyar juyin halitta sun yarda cewa rayuwa ta samo asali ne gaba daya ba tare da sa hannun wani mahaluki ba."
"(f) In a conclusive argument, Scripture says, ""For I am convinced that neither death nor life, neither angels nor demons, neither the present nor the future, nor any powers, neither height nor depth, nor anything else in all creation, will be able to separate us from the love of God that is in Christ Jesus our Lord"" (Romans 8:38–39).","(f) Ga gardama mafi kawo ƙarshen magana, Ina tunani Littafi Mai Tsarki ta faɗe ta da mafi kyau da kanta, “Domin na tabbata, ko mutuwa ce, ko rai, ko mala’iku, ko manyan mala’iku, ko al’amuran yanzu, ko al’amura masu zuwa, ko masu iko, ko tsawo, ko zurfi, kai ko kowace irin halitta ma, ba zasu iya raba mu da ƙaunar da Allah ke yi mana ta wurin Almasihu Yesu Ubangijinmu ba” (Romawa 8:38-39)."
.,English
The Bible does not specifically link physical healing with spiritual healing.,"Ayar tana magana ne game da zunubi da adalci, ba cuta da cuta ba."
Fasting is not a way to appear more spiritual than others.,Azumi ba wata hanya ce ta bayyana fiye da wasu ba.
This is not because men are necessarily better teachers or because women are inferior or less intelligent (which is not the case).,"Wannan ba don mazaje ne lalle sun fi zama malamai masu kyau ba, ko don mataye sun gaza da daraja ko basira ba (wanda ba shi ne ba)."
I place my trust in You for salvation.,Na juyo daga zunubaina kuma na sa amincewa tawa a cikinka don ceto.
Many parents do not spank their children for fear of being reported to the government and risk having their children taken away.,Iyaye da yawa ba sa yiwa 'ya'yansu duka saboda tsoron kada a kawo musu rahoto ga gwamnati kuma hakan zai sa yaran su tafi da su.
"Believers are told to resist the devil (James 4:7; 1 Peter 5:8-9), not to cast him out.","An gaya wa masu imani su yi tsayayya da shaidan (Yakubu 4:7; 1 Bitrus 5:8-9), kada su fitar da shi."
"If a husband and wife both agree that they want to try something (e.g., oral sex, different positions, sex toys, etc.","Idan mata da miji duk sun yarda cewa suna son gwada wani abu (misali, jima'i ta baki, matsayi daban-daban, kayan wasan jima'i, da sauransu), to, Littafi Mai Tsarki bai ba da kowane dalili da ya sa ba za su iya ba."
◦ “Outward adornment” is not as important as the development of the “inner self” and should not be the focus of a Christian (1 Peter 3:3–4).,"Hakanan, ko da yake masu bada gaskiya a yau basa  ƙarƙarshin dokar Tsohon Alƙawari (Romawa 10:4; Galatiyawa 3:23-25; Afisawa 2:15), gaskiyar cewa da ma akwai doka gaba da jarfa ya isa ya sa mu tambaya."
"Genesis 38:10 says, “What he did was wicked in the LORD’s sight; so He put him to death also.” Onan’s motivation was selfish; he used Tamar for his own pleasure, but refused to perform his legal duty of creating an heir for his deceased brother.","Farawa 38:10 ya ce, “Amma abin nan da ya yi, mugun abu ne a gaban Ubangiji, shi ma Ub-angiji ya kashe shi.” Dalilin Onan shine son kai: ya yi amfani da Tamar don son ransa, amma ya ƙi yin aikinsa na doka na ƙirƙirar magajin ɗan'uwansa da ya mutu."
"Fasting changes us, not God.","Azumi yana canza mu, ba Allah ba."
The creation of the new heavens and new earth brings the promise that God “will wipe every tear from their eyes” (Revelation 21:4).,Halittar sababbin sammai da sabuwar duniya suna kawo alƙawarin cewa Allah “zai share dukan hawaye kuma daga idanunsu” (Wahayin Yahaya 21:4).
The Ten Commandments are essentially a summary of the 613 commandments contained in the Old Testament Law.,Dokoki Goma sune ainihin taƙaitattun dokoki 613 da ke ƙunshe cikin Dokar Tsohon Alkawari.
Hell is described as a lake of fire where the inhabitants will be tormented day and night forever and ever (Revelation 20:10).,"Ana kwatancin jahannama da kamar rami marar matuƙa (Luka 8:31; Wahayin Yahaya 9:1), da kuma tafkin wuta , mai ƙonewa da farar wuta, inda mazauna zasu sha azaba dare da rana har abada da abadin (Wahayin Yahaya 20:10)."
"That’s the essence of biblical faith, including faith in the existence of God.","Littafi Mai Tsarki ta furta, “ Dubi yadda sararin sama ka bayyana ɗaukakar Allah!"
Return to:,English
"While the Bible does address homosexuality, it does not explicitly mention gay marriage/same-sex marriage.","Yayinda Littafi Mai Tsarki yayi magana game da luwaɗi, amma a bayyane bai ambaci auren 'yan luwadi/auren jinsi ba."
Be baptized.,Kayi Baftisma
The birds will eat the flesh of all those who oppose Him (v. 17-18).,Tsuntsayen za su ci naman duk waɗanda suka saba masa (aya 17-18).
Anyone with power over death deserves to be heard.,"Kuma, kowane wanda yake da iko akan mutuwa ya cancanci a saurara."
But Jesus Christ took the punishment that I deserve so that through faith in Him I could be forgiven.,"Amma Yesu Kiristi ya ɗauki hukuncin da ya cancance ni, don ta wurin bangaskiya a cikinsa in sami gafartawa."
Some claim that physical discipline (corporal punishment) such as spanking is the only method the Bible supports.,"Wadansu suna da'awar cewa horo na zahiri (horo na jiki) kamar duka, hanya ce kawai da Littafi Mai Tsarki ke goyon baya."
"The Sabbath was given to Israel, not the church.",Ba a ba Assabaci Isra’ila ba coci.
Of course not.,Ko kaɗan ba haka bane.
"When He returns, He will undo the curse that has existed since Adam (Revelation 21–22).","Idan ya dawo, zai kankare la'anar da ta kasance tun Adam (Wahayin Yahaya 21-22)."
"All these are the beginning of birth pains.” An increase in false messiahs, an increase in warfare, and increases in famines, plagues, and natural disasters—these are signs of the end times.","Za a kuma yi yunwa da raurawar ƙasa a wurare dabam dabam.” Ƙaruwa almasihu na ƙarya, ƙaruwar yaƙi, ƙaruwa a cikin yunwa, annoba, da bala'o'i - waɗannan alamun ƙarshen zamani ne."
