ha,sw
"Domin muhimmancin ta da kuma da’awar ta da zama maganr Allah ne ƙwarai, Littafi Mai Tsarki ta wahala fiye da muguwar faɗawa kuma da ƙoƙarin a lalata ta fiye da kowace littafi cikin tarihi.","Kwa sababu ya umuhimu wake na kwamba ni neno la Mungu, biblia imepitia mapambano hatari mengi katika majaribio ya kuliharibu biblia kuliko kitabu chochote chengine katika historia  Kutoka watawala wa jadi wa kirumi kama Diocletian, kupitia madikteta wa kikomiunisti na wale wasioamini kuna Mungu wanaoisho siku hizi, biblia imedhibiti hali yake na kudumu zaidi ya wapinzani wake."
"Duk da yake wannan bayani ne mai yuwuwa, babu inda Littafi Mai-Tsarki ya taƙaita tsawon rayuwa ga mutanen da aka ambata a cikin Farawa sura 5.","Hii ikiwa elezo liwezekanalo, hakuna mahali bibilia inapunguza miaka ya kuishi kwa watu ambao wametajwa katika Mwanzo 5."
"Duk da cewa Littafi Mai Tsarki guda 66 ne da aka rubuta a nahiyoyi biyu (ko kuma mai yiwuwa uku), a cikin yarurruka daban-daban guda uku, tsawon shekaru kimanin 1500 da sama da marubuta 40 suka yi, ya kasance littafi guda daya ne daga farko zuwa karshe ba tare da sabani ba.","Ingawa Bibilia iko na vitabu 66 vilivyo andikiwa katika bara mbili ama tatu, katika lugha tatu tofauti katika muda wa kadri miaka 1500 na takribani waandhishi 40 au zaidi na inabaki kuwa kitabu kimoja kilicho jumulishwa kutoka mwanzo hadi mwisho bila kuhitalafiana."
Littafi yana da cikakkiyar shaida cewa hakika an ta da Yesu Almasihu daga matattu.,Bibilia yatupa ushaidi wa kutosha ya kwamba Yesu Kristo hakika alifufuka katika  wafu.
"Domin kuwa kamar yadda muke shan wuya ƙwarai, irin wadda Almasihu ya sha, haka kuma ake yi mana ta'aziyya ƙwarai, ta wurin Almasihu” (2 Korintiyawa 1:3-5).","“Mtumaini BWANA kwa moyo wako wote, Wala usizitegemee akili zako mwenyewe; Katika njia zako zote mkiri yeye, Naye atayanyosha mapito yako” (Mithali 3:5-6)."
Shin ka yarda dashi shi kadai domin ceto?,Je unamwamini Yeye mwenyewe kwa wokovu?
"Koyaya, koda a wannan misalin, zamu yarda da ikon gwamnati akanmu.",Ingawa hata kwa hali hiyo tunastahili kuikubali mamlaka ya serikali juu yetu.
"A cikin ƙungiyoyi irin su Kimiyyar Kirista, neman taimakon likitoci wani lokaci ana ɗaukar su a matsayin wani shinge ga amfani da kuzarin ruhaniya da Allah ya bamu don warkar da kanmu.","Kwa makundi kama, Wakristo Wasayansi, wanaotafuta usaidizi wa matibabu wakati mwingine unatazamwa kuwa kizuizi cha kutumia nguvu zetu za kiroho ambazo Mungu ametupa kujitibu."
"A matsayin misali, mutane da yawa suna shan maganin kafeyin sosai don ba za su iya aiki ba tare da kofi na farko na kofi da safe ba.","Kwa mfano, watu wengi bila uwezo wa kujisaidia wamevutwa na mazoea ya uvutaji kafeini hadi hawawezi fanya kazi bila kikombe cha kahawa asubuhi."
Littafi kuma ta hana Kirista daga yin kome da mai yiwuwa yasa wasu Kiristoci yin laifi ko mai yiwuwa ya ƙarfafa su yin zunubi gaba da lamirinsu (1Korantiyawa 8:9-13).,Maandiko yanakataza chochote kile ambacho kwa kukifanya unasababisha wengine kujikwaa( wakorintho wa kwanza 8:9-13).
Za a sami tabbataccen dabbobi  a lokacin mulkin shekara dubu (Ishaya 11:6; 65:25).,Daar gaan definitief diere wees ten tye van die duisendjarige vrederyk (Jesaja 11:6; 65:25).
"A cikin Tsohon Alkawari, Allah ya umarci Isra’ilawa su “ɗauki fansa a kan Madayanawa saboda Isra’ilawa” (Litafin Lissafi 31:2).","Katika  Agano La Kale, Mungu aliamrisha Waisraeli “walipize kisasi wana wa Israeli juu ya Wamidiani; kisha baadaye utakusanywa uwe pamoja na watu wako” (Hesabu 31:2)."
"Zunubai bakwai “masu saurin kisa” sune girman kai, hassada, haɗama, son zuciya, fushi, haɗama, da kuma kasala.","Kulingana na Papa Gregory mkuu katika karne ya 6, dhambi saba chukizo kwa Mungu ni hizi zifuatazo: kiburi, husuda, ulafi, tamaa, hasira, uroho, na uzembe."
Allahntakar Yesu shine dalilin da yasa Shine kaɗai hanyar ceto.,Ilimlazimu Yesu kuwa Mungu ili alipe deni zetu.
"Yin addu'a tare cikin sunan Yesu da ɗaukakarsa shi ne abin da ke da muhimmanci, ba tare da haɗa wasu kalmomi zuwa ƙarshen Addu'a ba.","Kuomba kwa ukweli katika jina la Yesu na kwa utukufu wake ndio jambo la maana, sio kuambatanisha maneno mengine mwisho wa maombi."
English,English
Daya daga cikin ra'ayi ya ce babu cikakkun abubuwan da ke bayyana gaskiya.,Mtazamo mmoja wasema kuwa hakuna ukamili ambao waelezea uhalisi.
"Haɓakawa - ma'amala, tattaunawa, tunani, da aiwatar da rayuwa tare (Afisawa 6:4)","Husisha- kutangamana nao, kujadiliana nao, kuwaza nao na kusukuma maisha pamoja (Waefeso 6:4)."
Zabura 139:13-16 yayi magana game da rawar Allah a cikin halittarmu da samuwarmu a cikin mahaifar.,Zaburi 139: 13-16 yasungumzia jukumu la Mungu katika uumbaji wetu na kutengezwa kwetu katika tumboni mwa mama zetu.
Kuma Ya san bukatunmu fiye da yadda muka sani.,Na anajua mahitaji yetu vizuri kutuliko.
"2 Korantiyawa 5:21 tana koya mana, “Shi da bai san zunubi ba, Allah ya mai dashi zunubi saboda mu, domin mu mu sami adalcin Allah ta wurinsa.” Yesu ya mutu kan gicciye, ya ɗauke hukuncin da ya cancance mu!","2 Wakorintho 5:21 inatufundisha, “Yeye asiyejua dhambi alimfanya kuwa dhambi kwa ajili yetu, ili sisi tupate kuwa haki ya Mungu katika yeye” (TMP)."
"Da wuri sosai, ana gane wasu littattafan Sabon Alkawari.","Mapema kidigo, baadhi ya vitabu vya Agano Jipya vilikuwa vimetambulika."
"Lokacin da Allah yayi mana magana, yana tabbatar da fahimtar sakonsa a fili.","Wakati Mungu ananena nasi, Anaakikisha kuwa ujumbe wake umeeleweka vizuri."
"A cikin lamura da yawa, sakamakon addini na tsari yana dauke hankali daga nufin Allah.",Mara nyingi mwisho wa hizi dini za tamaduni ni upotovu kutoka lile lengo Mungu alikua nalo.
Dangantakar aure ta dogara ne akan misalin Kristi da cocin sa (Afisawa 5:22-33).,Uhusiano wa ndoa umejengwa juu ya mfano wa Kristo kwa Kanisa lake (Waefeso 5:22-33).
"Yin musayar bishara tare da wasu na iya zama da wahala, kuma zai iya zama da wahala idan ya shafi wani wanda muke da dangantaka ta kud da kud da shi.",Om die boodskap met ander te deel is moeilik en dit kan self nog moeiliker wees indien daar a hegte en emosionele verband bestaan.
"Koyaya, dole ne mu tuna cewa Littafi Mai-Tsarki cikakke ne, tun da ya bayyana duk abin da muke buƙatar sani daga yanzu har zuwa lahira.","Lazima tukumbuke kwamba, Bibilia imekamilika, baada ya kufunua kila kitu tunastahili kujua tangu sasa hadi milele."
English,English
Dole ne mu kasance da yarda da kuma ƙarfin hali a cikin ainihin bisharar.,"Laastens, ons moet altyd gewillig en beslis wees in ons verkondiging van die evengelie."
"A cikin amsar tambayar Maryamu, “Ƙaƙa wannan zai yiwu?” (Luka 1:34), Jibril yace, “Ruhu Mai Tsarki zai sauko miki, Ikon Maɗaukaki kuma zai lulluɓe ki.” (Luka 1:35).","Kulingana na swali la Mariamu, “Litakuwaje neno hili?” (Luka 1:34), Gabrieli anasema, “Roho Mtakatifu atakujilia juu yako, na nguvu zake Aliye juu zitakufunika kama kivuli; kwa sababu hiyo hicho kitakachozaliwa kitaitwa kitakatifu, Mwana wa Mungu” (Luka 1:35)."
"Wace nan addu’a, hanya ce mai sauƙi a furta ga Allah bangaskiyarka a cikin Sa kuma ka gode masa don ya tanadar maka da ceto.”Allah, na sani cewa nayi zunubi gareka kuma na cancanci hukunci.",Ombi hili ni njia ya kumwelezea Mungu imani yako kwake na kwa kumshukuru kwa kukupea wokovu.
Amsa,Jibu
"Tabbas idan Allah zai bayyana kawai, tunanin yana tafiya, kowa zai gaskanta da shi!","Waarom openbaar God Homself nie eenvoudig aan mense, en bewys daarmee dat Hy bestaan nie?"
"Ana kuma kiran zunubai masu saurin kisa manyan zunubai bakwai ko kadinal zunubai bakwai-kadinal a cikin wannan mahallin ma'anar, “na muhimmiyar mahimmanci” ko “ƙwarai da gaske.” Laifuffuka bakwai masu rai ana ɗauka a matsayin manyan zunubai waɗanda ke damun ɗan adam da zunuban da wataƙila za su dabaibaye mu.",Eleo mbaya juu ya dhambi saba “mbaya sana” ni kwamba ni zile dhambo ambazo Mungu hawezi kuzisamehe.
Ba a bukatar tsarin hadaya (Ibrananci 9:25-28).,Ule mpangilio wa dhabihu hauitajiki tena (Waebrania 9:25-28).
"Wurin tsayawa na hudu kan Turban Ceto na Romawa shine Romawa 10:9,”Wato in kai da bakin ka ka bayyana yarda, cewa Yesu Ubangiji ne, ka kuma gaskata a zuciyarka Allah ya tashe shi daga matattu, zaka sami ceto.” Saboda mutuwar Yesu a madadinmu, duk abin da ya kamata muyi shine bangaskiya cikinsa, muna amincewa da mutuwarsa a matsayin biya don zunubanmu – kuma zamu sami ceto!","Aya ya nne katika Njia ya Warumi ya Wokovu ni Warumi 10:9, “kwa sababu, ukimkiri Yesu kwa kinywa chako ya kuwa ni Bwana na kuamini moyoni mwako ya kuwa Mungu alimfufua katika wafu, utaokoka.” Kwasababu ya kifo chake Yesu kwa niaba yetu, kile tunacho hitajika kufanya ni kumwamini yeye, kuamini kifo chake kama malipo ya dhambi zetu-nasi tutaokoka!"
Me yasa nake gwagwarmayar aikata alheri?,Ni kwa nini nasumbuka kutenda mema?
"Allah mai adalci ne, ma’ana shi baya nuna tara ga mutane da azanci na nunan gatanci (Maimaitawar Shari’a 32:4; Zabura 18:30).","Mungu hanyamazishwi na habadiliki na ina maana ya kwamba ni wa kutegemea na kuaminiwa (Malaki 3:6; Hesabu 23:19; Zaburi 102: 26, 27)."
"Haka, wane ne Yesu yake da’awa ya zama?","Je, Yesu alisema yeye ni nani?"
"Yankin da Sulemanu ya yi sarauta ba Isra’ilawa ba ne suke riƙe shi a yau, haka kuma Sulemanu ba ya mulkin Isra’ila a yau.",Die gebied waaroor Salomo geheers het word nie vandag deur Israel bewoon nie en heers Salomo nie meer oor die Israel van vandag nie.
Wannan na iya nufin abubuwa biyu.,Hii inaweza maanisha mambo mawili.
"Bugu da ƙari, yana da mahimmanci a tuna cewa cocin ba ta yanke shawarar kanon ba.","Pia, kitu cha muimu kukumbuka kwamba si kanisa ilikua na uamuzi juu ya kanoni."
"A matsayin mu na yan Adam, ba zamu taba iya fahimtar Allah mara iyaka ba (Romawa 11:33-34).","Kama binadamu walio na mwisho, hatuwezi kuelewa vilivyo Mungu asiye na mwisho (Warumi 11:33-34)."
"Koyaya, yayin da mala'iku halittu ne na ruhaniya (Ibrananci 1:14), zasu iya bayyana cikin surar mutum, ta zahiri (Markus 16:5).","Ingawa malaika ni viumbe wa kiroho (Waebrania 1:14), wanaweza kuwa katika umbo la mwili (Mariko 16:5)."
Ma'aurata da suke zaune tare ana ɗauka cewa suna kwana tare-wannan yanayin ne kawai.,Wachumba wanao kaa pamoja inachukuliwa kuwa  wanalala pamoja hiyo ndio hali ya mambo.
"Akwai ka'idoji, duk da haka, waɗanda suka shafi shan sigari.","Kuna misimamo, hata hivyo inayoweza kutumika kwa uvutaji."
Allah ya kafa wa rana alfarwa a sararin sama” (Zabura 19:1-4).,Kuna ushahidi wakuweko kwa Mungu ndani ya mioyo yetu.
"Yesu ya koyar a cikin Matiyu 25 cewa duk abin da muke yi wa mafi ƙanƙan uwansa, muna yi masa.","Yesu afundisha katika Mathayo 25 kwamba chochote tufanyacho kwa hao ndugu wetu wadogo, twamfanyia Mungu."
Romawa 14:10-12 ta ce duk za mu tsaya a gaban kursiyin shari'a na Kristi kuma cewa kowane ɗayanmu zai ba da lissafi ga Allah.,Warumi 14:10-12 yasema kwamba zote tutasimama mbele ya kiti cha hukumu cha Kristo na kila mtu tatoa hesabu ya matendo yake kwa Mungu.
"Tunda zane yana da mahimmanci ga mai zane mai hankali, ana bayyana bayyanar zane azaman hujja ga mai zane.","Kwa vile mchoro njia nyingine walazimisha mchoraji wa hali ya juu, umbo la mchoro umetajwa kama thibitisho kwa mchoraji."
"Koyaya, idan mutum ya karanta tsoho da Sabon Alkawari, zai zama a fili cewa Allah bai banbanta daga wata wasiyya zuwa wata ba kuma fushin Allah da kaunarsa sun bayyana a cikin duka wasikun.","Ingawa tunaposoma Agano la Kale na Agano Jipya, inabainika kwamba Mungu habadiliki kutoka agano moja hadi lingine na ghadhabu na upendo wake zimefunuliwa katika agano zote."
Kayan aiki ne na hukuncin Allah (Wahayin Yahaya 7:1; 8:2).,Wao ni vyombo vya hukumu ya Mungu (Ufunuo 7:1; 8:2).
"Idan muka yi addu'a tare da sauran masu bi, sakamakon na iya zama mai kyau.",Wakati tunaomba pamoja na Wakristo wengine madhara yatakua ya muimu.
"Cire zakka/bayarwa an nufe su da zama abin murna, abin albarka.",Kutoa fungu la kumi au sadaka inahitajika kuwa ni kitendo cha furaha na baraka.
Duk abin da yake muyi shine bada gaskiya cewa shi ya mutu a madadinmu kuma ya tashi daga matattu (Romawa 10:9-10).,Kile tunacho hitajika kufanya ni kuamini ya kwamba alikufa kwa ajili yetu na akafufuka kutoka kwa wafu (Warumi 10:9-10).
"Tare da ƙaunataccen Allah da kasancewa abin misali na ibada ta wurin miƙa kanmu ga dokokin Sa, muna bukatar mu bi umarnin da ke Kubawar Shari'a 6:7-9 game da koya wa yaranmu su yi hakan.","Pamoja na kumpenda Mungu na kuwa mfano mwema kwa kujitoa sisi wenyewe kwa amri zake, tunastahili kuzitii amri za Kumbukumbu 6:7-9 kuhusu kuwafunza watoto wetu kufanya hivyo."
Wannan zunubin ya buɗe idanun Adamu da Hauwa'u ga mugunta.,Lilikuwa tendo la kukaidi ambalo lilimfungua Adamu na Hawa macho kwa dhambi.
Allah yana so mu sami tabbacin ceto.,Mungu anataka tuwe na uakikisho wa wokovu wetu.
Kuma shine wata dabarar da Kirista kullum ke ambaton leɓe amma suna ban tausayin amfani da ita.,Njia hii wakristo wengi huitaja tu kwa maneno lakini hawaitumii.
Amsa,Jibu
"Haka ne, girman kai, hassada, da sauransu, zunubai ne da Littafi Mai Tsarki ya la'anci su; duk da haka, ba a taɓa kiransu “laifofi bakwai masu zunubi” a cikin Littafi Mai Tsarki.","Ingawa hizi ni dhambi sizizo weza katawaliwa, hazijawai patiwa elezo la “dhambi saba mbaya sana” katika Bibilia."
"Littafi Mai-Tsarki ya tuna mana cewa muna samun albarka idan muka gaskanta kuma muka dogara ga Allah ta wurin bangaskiya: “Sai Yesu ya ce masa, ‘Saboda ka gan ni, ka ba da gaskiya; Albarka tā tabbata ga waɗanda ba su gani ba, amma kuma suka ba da gaskiya’” (Yahaya 20:29).","Hebreërs 11:6 verklaar, “En sonder geloof is dit onmoontlik om God te behaag; want hy wat tot God gaan, moet glo dat Hy is en ‘n beloner is van die wat Hom soek.” Die Bybel herinner ons dat ons geseënd is wanneer ons glo en in geloof op God vertrou: “Jesus sê vir hom: Omdat jy My gesien het, Thomas, het jy geglo; salig is die wat nie gesien het nie en tog geglo het” (Johannes 20:29)."
Amsa,Jibu
"Matiyu 24:5-8 ya ba mu wasu mahimman alamomi don haka za mu iya fahimtar yadda ƙarshen zamanin yake, “Domin mutane da yawa za su zo da sunana, suna cewa, su ne Almasihu, har su ɓad da mutane da yawa.","Mathayo 24:5-8 inatupa hoja muimu sana, kwa hivyo tunaweza gundua njia tutakayo tatua swala la nyakati za mwisho, “Kwa sababu wengi watakuja kwa jina langu, wakisema, Mimi ni Kristo, nao watawadanganya wengi."
Amsa,Jibu
"Idan akwai wata shakka ko dai abin da ya dace da ma'aurata, ya kamata a kauce masa (Romawa 14:23).","Kama kunayo shauku yoyote hata kama tendo lolote liko sawa kwa wachumba ambao hawjaoana, lazima liepukwe (Warumi 14:23)."
Littafi Mai Tsarki bai taba bambance tsakanin “addini” da “marasa addini” na rayuwa ba; rayuwar kirista itace kadai rayuwar da ke akwai.,Bibilia kamwe haitofautishi kati ya “dini” na maisha ya kawaida; maisha ya Kikristo ndio pekee yako.
Shin ya/ta riga ta sanya Allah farko da fifiko a rayuwarsa?,Amekwisha mweka Mungu kuwa wa kwanza katika maisha yake?
"Saboda haka an binne mu dashi ke nan ta baftisma cikin mutuwa tasa, domin kamar yadda aka tada Almasihu daga matattu ta ɗaukakar Uba haka mu ma muyi zaman sabuwar rayuwa” (Romawa 6:3-4).",Hivyo tulizikwa pamoja naye kupitia ubatizo katika wafu na kama kristo alivyofufuka kwa utukufu wa Mungu nasi tuishi maisha mapya” (warumi 6:3-4 ).
Amsa,Jibu
"Zamu iya ci gaba da neman jagorar rayukan mu (da sakamakon na yin rayuwar wofi) ko zamu iya zaɓa mu bi Allah da nufin Sa don rayukan mu da dukkan zuciya (wanda zai zo da sakamakon yin rayuwa mai falala, samun biyan muradin zuciyar ka, da wadatuwa da biyan bukata).",“Mtu akitaka kunifuata sharti ajikane mwenyewe na abebe msalaba wake anifuate.
Korintiyawa na Biyu 6:14 (KJV) ya gaya mana cewa kada mu '' haɗa kanmu ɗaya 'tare da mara imani Hoton na shanu biyu da basu dace ba suna raba karkiya ɗaya.,"Pili 2 Wakorintho 6:14 inatuambia kuwa, “msifungiwe nira pamoja na wasio amini.” Taswira ni ya ndumbe wawili ambao hawaambatani wakishiriki nira moja."
"An maimaita wannan ra'ayin fiye da sau ɗaya a Sabon Alkawari: “Wani yakan ɗaukaka wata rana fiye da sauran ranaku, wani kuwa duk ɗaya ne a wurinsa.",Wazo hili limerudiwa zaidi ya mara moja katika Agano Jipya: “Mtu mmoja afanya tofauti kati ya siku na siku; mwinginie aona siku zote kuwa sawasawa.
Yana daukar kamar bangaskiya mai yawa don zama mara imani da addini kamar yadda ake bukatar mai fassara.,Dit neem net soveel geloof om ‘n ateïs te wees as ‘n teïs.
English,English
"Filibiyawa 4:6-7 suna ƙarfafa mu, “Kada ku damu da kome, sai dai a kowane hali ku sanar da Allah bukatunku, ta wurin yin addu'a da roƙo, tare da gode wa Allah.","Wafilipi 4:6-7 yatupa moyo kuwa, “Msijusumbue kwa neno lolote; bali katika kila neno kwa kusali na kuomba, pamoja na kushukuru, haja zenu na zijulikane na Mungu."
"Tunda duka zunubanmu suna kan Allah ne gaba ɗaya (Zabura 51:4), kuma tunda Allah madawwami ne wanda yake madawwami, hukuncin zunubi, mutuwa, dole ne ya zama marar iyaka kuma madawwami.","Jinsi dhambi zetu zote ni kinyume na Mungu (Zaruri 51:4), na jinsi Mungu hana mwisho na anaishi milele, adhabu ya dhambi, kifo lazima pia kiwe hakina mwisho na ni cha milele."
Tana tunawa da annoba ta ƙarshe a kan Masar lokacin da dan fari na Masarawa suka mutu kuma aka bar Isra’ilawa saboda jinin ɗan rago da aka yayyafa a ƙofar gidansu.,Ilikuwa ukumbusho wa lile pigo la mwisho kwa Wamisri wakati wazaliwa wa kwanza wa kiume walikufa lakini wa Waisraeli wakaachwa kwa sababu ya damu ya kondoo iliyopakwa katika kizingiti cha juu na miimo ya milango.
Koma zuwa shafin gida na Hausa,English
Shaidun ciki sune waɗancan abubuwa na cikin Littafi Mai Tsarki kanta masu shaidar tushen ta daga Allah ne.,Ushahidi wa ndani ya biblia ni yale maandiko ambayo yanaelezea kuhusu chanzo cha kuweko kwake.
"“Kun kuma ci nasara a kan waɗannan, domin shi wanda yake zuciyarku ya fi wanda yake duniya ƙarfi” (1 Yahaya 4:4).",Yeye aliye ndani yetu ni mkuu kuliko aliye dunia (1 Yohana 4:4).
Bari Allah ya buɗe idanun Shaidun Jehobah don gaskiyar bisharar da kuma koyarwar gaskiya ta Maganar Allah.,Ni maombi yangu Mungu ayafungue macho ya Mashahidi wa Yehova kwa ukweli wa injili na mafundisho ya kweli ya neno la Mungu.
"Abin da Allah fa ya gama, kada mutum ya raba” (Matiyu 19: 6).","Basi aliowaunganisha Mungu, mwanadamu asiwatenganishe” (Mathayo 19:6)."
"Haka dai, ba na karkashin wata ‘ka’dodin dokar Tsohon Alkawari ba.",Kwa hivyo hatuko chini ya sheria ya agano la kale.
"Bayan ambaliyar, lokacin da harsuna daban-daban suka wanzu, kungiyoyin da ke magana da yare ɗaya sun ƙaura tare da wasu masu yare ɗaya.","Baada ya gharika wakati lugha tofauti zilianza kuwepo, kikundi ambacho kilizungumza lugha moja kilijitenga mbali na wengine waliozungumza lugha moja."
"Romawa 16:5 ya ce, “Ku kuma gai da ikilisiyar da take taruwa a gidansu.” Bulus yana nufin coci a cikin gidansu- ba ginin coci ba, amma ƙungiyar muminai.","Warumi 6:5, yasema, “…salimia kanisa linalokutana kwa nyumba.” Paulo anaashiria kanisa lilo katika nyumba yao- si jengo la kanisa bali mwili wa washiriki."
"Koyaya, bayan wannan mahimmancin ma'anar, Littafi Mai-Tsarki yayi magana game da rai a wurare da yawa.","Katika maana yake ya kawaida, neno “nafsi” lamaanisha “uhai.” Ingawa zaidi ya hii maana kuu, Bibilia yazungumzia nafsi katika mkudhata mbalimbali."
"Titus 3:5 tana gaya mana cewa” ba wai don wani aikin adalci da muka yi ba, a’a, sai dai domin jinƙan nan nasa, albarkacin wankan nan na sake haifuwa, da kuma sabuntawan nan ta Ruhu Mai Tsarki .” Haka nan, Kirista shine wani wanda aka maya haifuwarsa daga Allah (Yahaya 3:3; Yahaya 3:7; 1 Bitrus 1:23), kuma sun sa bangaskiyarsu da amincewa cikin Yesu Kiristi.","Tito 3:5 inatuambia ya kwamba “si kwa matendo ya haki tuliyoyatenda, ila kwa huruma zake alituokoa kwa kutuosha na kutufanya upya kwa roho Mtakatifu.” Kwa hivyo mkristo nimtu aliyezaliwa mara ya pili na Mungu (Yohana 3:3; Yohana 3:7; Petero wa kwanza 1:23) na aliyeweka imani na tumaini lake lote ndani ya yesu kristo."
