en,sw
"In my own blog, Waiting in Transit the post ""South Africa’s Government disbands, WTF?"" goes:","Katika blogu yangu mwenyewe, Waiting in Transit habari ya “Serikali ya Afrika ya Kusini yaachia ngazi, nini kitafuata?” inaeleza:"
"Also, if ballot papers are swapped or taken to areas they are not meant, the INEC would know.","Pia, kama makaratasi yatabadilishwa au kuchukuliwa kwenda kwenye maeneo yasiyolengwa, Tume, INEC itajua."
"Dennis Matanda, who recently posted the second part of a four-part series titled ""Uganda's Next President,"" offers his predictions on who will succeed Museveni:","Dennis Matanda, ambaye siku za karibuni alituma sehemu ya pili ya mfululizo wake wenye jina la ""Rais afuatiaye wa Uganda"", anabashiri yafuatayo kuhusu yule atakayemrithi Museveni:"
These tools have also enabled Tanzanians leaving abroad to follow events happening back home.,Zana hizo pia zimewapa fursa Watanzania wanaoishi ng'ambo kufuatilia matukio ya nyumbani Tanzania.
"Bloggers, unite!","Wanablogu, tuungane!"
A billboard shows Mozambique's president Filipe Nyusi.,Bango lenye picha ya Rais wa Msumbiji Filpe Nyusi Nyusi.
THIS IS INSANE!,HUU NI WEHU!
What about the hundreds of new programming languages that have sprung up in the past decades?,Vipi kuhusu mamia ya lugha mpya za 'Ki-programu' (agh. kwenye tarakilishi) ambazo zimechepuka katika miongo iliyopita?
I have to tell you all that all your languages are so beautiful.,Ni lazima nikwambie kwamba lugha zote ni tamu.
"The illusion and the senses are completed by the perceptions of the mind as a result of observing, touching, and becoming part of the piece.","Mauzauza na hisia vinakamilishwa na mtazamo wa akili kama matokeo ya kuona, kugusa na kuwa sehemu ya kazi yenyewe."
"The blog translation project High Peaks Pure Earth has recently focused on ""music with a message"" by translating the lyrics of Tibetan songs from music videos that have been uploaded onto the internet.",Mradi wa kutafsiri Blogu uitwao High Peaks Pure Earth hivi karibuni umetupia jicho “muziki wenye ujumbe” kwa kutafsiri mashairi ya nyimbo za Tibet kutoka video za Muziki zilizowekwa kwenye mtandao.
"With the cry of ""Estamos hasta la madre!""","Kwa kupiga mbija ya ""Estamos hasta la madre!"""
"When he found it, he put some ink on my right thumb and ushered me to the female NYSC personnel from earlier, who tore out two separate ballot sheets folded them and stamped some information on the back.","Alipolipata, aliweka wino kwenye kidole gumba changu cha kulia na kunielekeza kwa ofisa wa awali wa kike wa NYSC, ambaye alichomoa kadi mbili tofauti za kupigia kura akazikunja na kupiga muhuri kwenye taarifa fulani nyuma ya kadi hizo."
But good laws and proactive citizens are not enough; tools are also important to enable women around the world to take action and promote transparency.,Lakini sheria nzuri na raia wanaojituma kudai haki zao bado havitoshi; nyenzo pia ni muhimu ili kuwawezesha wanawake sehemu mbalimbali duniani kuchukua hatua ili kuhamasisha uwazi.
"On #LunesDeBlogsGV (#MondayOfBlogsOnGlobalVoices), we work to preserve blogs as an ""endangered species"", confronting the challenges that threaten their existence in today's digital jungle.","Kwenye #LunesDeBlogsGV (#JumatatuyaBloguGlobalVoices), tunajitahidi kuzitunza blogu mithili ya ""viumbe wanaoelekea kutoweka"", kwa kushughulikia changamto zinazokabili uwepo wa blogu kwenye ulimwengu wa kidijitali."
"After prayer, people gathered in front of the mosque and marched on one of the main roads in Wad Nubawi chanting anti-regime slogans.","Baada ya swala, watu walikusanyika mbele ya msikiti na kuandamana kupitia barabara za mitaa ya Wad Nubawi wakiimba kauli mbiu za kupinga utawala wa nchi hiyo."
"But from now on, all responsibility for the state of things is exclusively on .""","Na kuanzia sasa, uwajibikaji wa kitaifa uko kwenye mikono ya serikali."
"It is a hard thing to realize that for all that was said, for all the progressive rhetoric we have managed to create as a seemingly united human voice, most of us members of this curious species are still excluded from the dominant concerns of the ""world"".","Ni vigumu kuelewa kwamba kwa yote yaliyosemwa, kwa maneno matupu tuliyoweza kuyatamka kwa jina la 'mshikamano na wahanga', wengi wetu tulio binadamu kama wengine tunatengwa na kelele hizi hewa za mshikamano wa kile kinachoitwa 'dunia'."
That is not what I want from it.,Hivyo sivyo ninavyotaka kutoka kwake.
"But before he got out, he emailed his favorite American sergeants to tell them what was going on.","Lakini kabla hajafanya hivyo, aliwandikia wanajeshi wa ki-Marekani waliokuwa rafiki zake kuwaambia kile kilichokuwa kinaendelea."
Visit caribbeanfreephoto's flickr photostream.,Tembelea mtiririko wa picha kwenye mtandao wa Flickr wa caribbeanfreephoto.
Igor Shoikhedbrod speaks at the event for Alexander Sodiqov.,Igor Shoikhedbrod anazungumza katika tukio kwa ajili ya Alexander Sodiqov.
"Recent revelations about mass surveillance of online platforms in Egypt and the UK, surveillance of journalists in Ethiopia, and harassment of journalists and whistleblowers around the world (often under the auspices of anti-state charges) underscore the fact that the issues raised in the Right to Report campaign are borderless.","Kufahamika kwa ufuatiliaji mkubwa wa majukwaa ya mtandaoni hivi karibuni nchini Misri naUingereza, kufuatiliwa kwa waandishi wa habari nchini Ethiopia, na kubughudhiwa kwa waandishi na wakosoaji wa serikali duniani kote (mara nyingi kwa mashtaka ya kudaiwa kuihujumu serikali) vyote vinathibitisha ukweli kwamba masuala haya yanayoibuliwa kwenye kampeni ya Haki ya Kutangaza hayana mipaka."
Is this what our “Age of Engage” ought to be?,"Je hii ndio ""zama yetu ya kukutana"" inavyopaswa kuwa?"
A sad and happy moment all in one.,Ni wakati mbaya na mzuri kwa wakati mmoja.
"Salman Khan (center), a Bollywood super star, campaigns in support of Congress party candidate Milind Deora at a rally in Mumbai Photo by Al Jazeera English and used under a creative commons license.","Salman Khan (katikati), muigizaji filamu maarufu wa Bollywood, akipiga kampeni ya kumuunga mkono mgombea wa Chama cha Congress Milind Deora katika mkutano wa hadhara mjini Mumbai Picha na Al Jazeera English na imetumika chini ya Hati Miliki Huria."
"When you think new media training, you probably think I do all the sexy stuff like using infographics to make your website interactive or how to have a dancing or a fancy AVI on twitter.","Wengine wenu mkifikiria mafunzo ya vyombo vipya vya habari, labda mnafikiria nafanya vitu vigumu kama kutumia picha zenye ujumbe kufanya mtandao uwe na maingiliano au jinsi ya kuwa na AVI inayocheza kwenye mtandao wa twita."
4,4
"In relation to this,La Jornada published a report about the use of torture to ""fabricate"" a confession related to the AK-47.","Kuhusiana na hili,La Jornada imechapisha taarifa kuhusu matumizi mateso makali ili “kutengeneza” ushahidi kuhusu silaha hiyo ya AK-47."
"An ICC arrest warrant issued within this new context will now have more weight, and hence its potential issuance will probably be more useful as a tool for pressuring Omar al-Bashir to act in favor of peace in Darfur and implementing the CPA.","Agizo la kukamatwa linayotolewa na ICC katika mazingira mapya litakuwa na uzito, hivyo kutolewa kwake kutakuwa na manufaa kama zana ya kumshinikiza Omar Al-Bashir kutengeneza mazingira yatakayoleta amani katika Darfur na kutekeleza mkataba wa Amani Sudani ya Kusini, CPA."
As explained by Human Rights Watch in its 2014 report on Lebanon:,Kama inavyofafanuliwa na shirika la kutetea haki za binadamu katika taarifa ya mwaka 2014 ya Lebanon:
"Processions have been arranged in Dhaka, Chittagong and Sylhet.","Mazungumzo yalikwisha kupangwa katika miji ya Dhaka, Chittagong na Sylhet."
"There are over 30,000 students at the university, and hundreds of thousands of students across the country.","Kuna wanafunzi 30,000 wa Chuo Kikuu, na mamia ya maelfu ya wanafunzi nchini kote."
"Photo by Wikimedia user Basil D Soufi [CC BY-SA 3.0].When Saudi journalist and Washington Post columnist Jamal Khashoggi was killed last October in the Saudi consulate in Istanbul, it cast a long shadow on the exercise of free speech for journalists from Saudi Arabia and across the Arab region.","Picha na Wikimedia mtumiaji Basil D Soufi [CC BY-SA 3.0].Wakati mwanahabari wa Saudia na mwandishi wa makala katika Washington Post, Jamal Khashoggi alipouawa Oktoba katika ubalozi wa Saudia huko Instabul, kuleta giza totoro katika uhuru wa kujieleza kwa wanahabari kutoka Saudi Arabia na ukanda wote wa Arabuni."
"On the other side, there are forces trying to prove them wrong, and one way to do so is by making the environment so threatening that no one dare stay active in the field.",Kwa upande mwingine kuna nguvu nyingine zinazopambana kuthibitisha kuwa hilo haliwezekani na njia mojawapo ni kuyafanya mazingira kuwa hatarishi kiasi kwamba hakuna mtu atadhubutu kubaki akifanya alichokuwa anakifanya.
"I am doing my best to ensure that all the mistakes of the past are not repeated. ...Consequently, the question is not whether INEC is ready, but whether the other stakeholders are ready.","Ninafanya kila ninaloweza kuhakikisha kwamba makosa ya nyuma hayarudiwi…Kwa hivyo, swali si ikiwa tume, INEC, iko tayari, lakini ni ikiwa wadau wengine wako tayari."
"KYEYUNE W. MOSES (@moskyeyune) March 25, 2019","KYEYUNE W. MOSES (@moskyeyune) Tarehe 25, Machi 2019"
Photo from Facebook page of Carl Ramota,Picha kutoka ukurasa wa Facebook wa Carl Ramota
"As a baker, you can imagine how difficult having those fears is when Im going to take something out of the oven, and suddenly something doesnt move the way I expect it to or something like that, and I instantly freeze up and freak out.",Kama muokaji unaweza kuona ni kwa kiasi gani napata tabu nikiwa na hofu hizo hasa ninapoenda kutoa kitu kwenye oveni halafu ghafla jambo linaenda kinyume na matarajio au kitu kingine kama hicho huwa napata hofu ya ghafla na kufadhaika.
"On Twitter, Iyad El Baghdadi shares this list of baby names banned in the absolute monarchy:","Kwenye mtandao wa twita, Iyad El Baghdadi anaorodhesha majina ya watoto yaliyopigwa marufuku kabisa kwenye ufalme huo:"
"Although they wish to crush that mountain, they could never do it.","Ingawa wanataka kuponda mlima huo, kamwe hawawatoweza kufanya hivyo."
"So glaring PDP=Boko haram. #nigeriaelection — Moyosore Ayodele (@mohyur) February 8, 2015","Ni dhahiri PDP=Boko haram. #nigeriaelection — Moyosore Ayodele (@mohyur) February 8, 2015"
@MelosoDrop_Line: @BBCAndrewH #Obama never indicated that Africa is a raw materials shop... His indicating the shift away from that mentality,@MelosoDrop_Line: @BBCAndrewH #Obama hajawahi kuonyesha kwamba Afrika ni duka la bidhaa ghafi...ameonyesha mabadiliko ya mtazamo wa jinsi hii
"War's over, Prabha's dead.","Vita vimekwisha, Prabha amekufa."
"Sikombe scoffed at the wording, calling on officials to take responsibility for leaving the public woefully misinformed.","Sikombe aligeuza geuza maneno, na kutoa wito kwa maafisa wa serikali kuwajibika kwa kuudanganya umma."
"But from the corrupt government to the honor killing of a wealthy woman, the country's rich always get away with it.","Lakini kwa sababu ya kuwa na serikali inayonuka ufisadi mpaka heshima ya kuua kulikofanywa na mwanamke tajiri, daima wale wenye uwezo katika nchi hii huwa hawaguswi."
It is clear that Pope Francis visit in September plays in favour of #Frelimo and Filipe #Nyusi.,Ni wazi kuwa ujio wa Papa Francis mwezi Septemba unampendelea Filipe Nyusi na Frelimo.
The size of the destruction of Yemeni infrastructure and history is still unaccounted for.,Kiwango cha uharibifu wa miundo mbinu na historia ya Yemeni bado hakijajulikana.
Photo from the Facebook page of Joi Barrios-Leblanc,Picha kutoka kwenye ukurasa wa Facebook wa Joi Barrios-Leblanc
"(For more information, see Global Voices' special coverage page.)","(Kwa taarifa zaidi, fuatiliaGlobal Voices' ukurasa wa habari maalum .)"
"I haven’t seen an agenda…The only thing I’ve seen is how much we hate Hun Sen, and how much we hate Vietnam...That’s a formula for disaster, going in with so much hate.","Sijaona agenda...kitu pekee ninachokiona ni kwa kiasi gani tunamchukia Hun Sen, na namna gani tunaichukia Vietnam...THiyo ni kanuni ya janga, kuendekeza sana chuki."
"They knew that I’m an Alawite, but they didn’t kill me as the government is always trying to say.","Walifahamu kuwa mimi ni miongoni mwa watu wa Alawite, lakini hawakuniua kama jinsi ambayo serikali kila mara inavyojaribu kusema,"
This is not the first peace agreement in Sudan history.,Haya sio Makubaliano ya kwanza ya amani katika historia ya Sudani.
"This article by Rachel Gotbaum for The World originally appeared on PRI.org on February 18, 2016, and is republished here as part of a content-sharing agreement.","Makala hii iliyoandaliwa na Rachel Gotbaum kwa ajili ya The World kwa mara ya kwanza ilichapishwa kwenye tovuti ya PRI.org tarehe 18 Februari, 2016, na inarudiwa kuchapishwa hapa kwa makubaliano ya kushirikiana maudhui."
Campaigning officially ends on October 30.,Kampeni zitakoma rasmi tarehe 30 Oktoba.
Tatenande from Namibia asked:,Tatenande wa kutoka Namibia aliuliza:
Sony Corp. has since then dropped the charge and has already apologized to the blogger.,Shirika la Sony likaamua kuondoa mashtaka na limeshaomba msamaha kwa mwanablogu huyo.
"By comparison, blogging is still in an infant stage, given its exceedingly higher demands on time and content.","Kwa kulinganisha, bado kuna uchanga wa kublogu, kwa kuangalia mahitaji makubwa ya muda na maudhui."
"Demonstrators increasingly engaged in more violent methods and confrontations, which resulted in the death of 22 police officers as of August 2018, according to government data.","Waandamanaji walizidi kujihusisha na vurugu na mapigano na kufikia Agosti 2018 vilikuwa vimetokea vifo 22 vya maafisa wa polisi, na hii ni kulingana na takwimu za serikali.."
