ha,yo
Shan sigari babu shakka yana da matukar illa ga lafiyar ka.,"Sìgá mímu láì ṣiyèméjì, kò dára fún ìlera rẹ."
"Daidai kamar yadda babu abin da wani zai iya yi ya sami ladan ceto, da zarar wani ya aza amincewar sa/ta cikin aikin Kiristi a kan gicciye, babu abin da wani zai iya yi ya rasa ceton sa/ta kuwa.","Nitoripe ko si ohun ti o le se lati ri igbala, ti enikeni ba fi igbagbo re le Kristi lori igi agbelebu naa, eni naa ko le segbe."
"Romawa 13:1-7 ya ce, ""Bari kowa yă yi biyayya ga mahukunta.","Romu 13:1-7 sọ wípé, ""Ki olukuluku ọkàn ki o foribalẹ fun awọn alaṣẹ ti ó wà ni ipo giga."
"Wannan har abada ba zai same ka ba!” Bitrus da sauran almajiran basu san cikakkiyar gaskiyar ba, amma duk da haka sun sami ceto saboda sunyi imani cewa Allah zai magance matsalar zunubin su.","Peteru àti àwọn ọmọ-ẹ̀hìn míìrán kò mọ òtítọ́ l'ẹ́kùnrẹ́rẹ́, síbẹ̀ a ti gbà wọn là nítorí wọn gbàgbọ́ wípé Ọlọ́run yóò yanjú ìṣòro ẹ̀ṣẹ̀ wọn."
Haka ayoyin da suka tabbatar da wahayi na Nassosi suma sun tabbatar da cewa mara aiki da iko ne.,"Nítorí Ọlọ́run jẹ́ alágbára jùlọ, olùmọ̀-ohun-gbogbo, Ó sì pé yékéyéké, Ọ̀rọ̀ Rẹ̀ nípa ẹ̀da rẹ̀ yóò ní àbùdá kańnáà."
Allah ba zai taɓa sa mu saba wa abin da ya koyar a cikin Kalmarsa (Titus 1:2).,Ọlọ́run kò ní ṣì wa darí lòdí sí ohun tí Òun tí kọ́ wa nínú Ọ̀rọ̀ Rẹ̀ (Titu 1:2).
"Wata hanyar tantance shekarun duniya ita ce amfani da albarkatu kamar sadarwar rediyo (carbon), zagayowar yanayin ƙasa, da sauransu.","Ọ̀nà míìrán láti mọ ọjọ́ orí ayé ni láti lo àwọn ohun-èló bíi mímọ ọjọ́ orí ti rediomẹ́tíríkìì (kábọ̀nù), onílọpo ti jiolójìkì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ."
Suna cewa ainihin gaskiyar cewa babu cikakkiyar gaskiya ita ce kuma cikakkar gaskiyar.,Wọ́n ńsọ wípé òdodo wípé kò sí òtítọ́ pátápátá gan an ni òtítọ́ pátápátá kan soso.
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Koyaya, a wasu yanayi, kamar kare haƙƙinmu (kamar misalin misalin manzo Bulus), zai iya zama daidai a bi hanyar doka.","Ṣùgbọ́n, ní ìgbà míìrán, bíí ti ìdábòbo ẹ̀tọ́ wa (gẹ́gẹ́ bí àpẹẹrẹ ti àpọ́stélì Pọ́ọ̀lù), ó lè tọ̀nà láti máa lépa ọ̀nà àbáyọ ní ìlànà òfin."
Me yasa mala'ikun da suka fadi basa yawan yin hakan?,Kílódé tí àwọn ańgẹ́lì tí ó ti ṣubú náà kò ṣe ṣe èyí mọ́ lemọ́lemọ́?
"Nan take bayan an faɗa mana cewa an cece mu ta bangaskiya, ba ayyuka ba (Afisawa 2:8,9), Bulus ya sanar mana cewa an halicce mu muyi kyawawan ayyuka (Afisawa 2:10).","Nigbati won ba ti so fun wa wipe a ni igbala nipa igbagbo, lai je nipa ise owo (Efesu 2: 8-9), Paulu so fun wa wipe, a da wa lati se ohun rere (Efesu 2:10)."
Yana kaunarmu domin ya zabi ya zama aikin nufinsa.,Òun fẹ́ wa nítorí Òun yàn láti ṣe bẹ́ẹ̀ gẹ́gẹ́ bíi ìṣe Rẹ̀.
Littafi Mai Tsarki tana gaya mana cewa dukanmu muna bukatar gafara daga wurin Allah.,"Bibeli je ki o ye wa wipe, gbogbo wa ni a nilo idariji lati odo olorun."
"A cikin wasikun, akwai ƙungiyoyi masu tsari waɗanda suka haɗu da bishara tare da wasu jerin ayyukan da ake buƙata da al'ada.","Nínú àwọn Ẹpistili, àwọn ẹgbẹ́ elétò kan wà tó ńda ìhìnrere pọ̀ mọ́ iṣẹ́ àti ìrúbọ kan tí a nílò."
Kada a sami rikici game da shugabanci (Kristi shine shugaban - Kolosiyawa 1:18).,Kò gbọ́dọ̀ sí ìjà lórí ṣíṣe olórí (Kristi ni olórí — Kolosse 1:18).
"Maganar Allah ta bayyana karara cewa kiyaye Asabar wata alama ce ta musamman tsakanin Allah da Isra'ila: “Domin wannan fa Isra'ilawa za su kiyaye ranar Asabar, su kiyaye ta dukan zamanansu, gama madawwamin alkawari ne.","Ọ̀rọ̀ Ọlọ́run jẹ́ kó hàn kedere pé àkíyèsí Ọjọ́ Ìsinmi jẹ́ ààmìn pàtàkì láàrin Ọlọ́run àti Isrẹli: ""Nítorínà ni àwọn ọmọ Isrẹli yóò ṣe má a pa Ọjọ́ Ìsinmi mọ́, láti má a kíyèsí Ọjọ́ Ìsinmi láti ìrandíran wọn, fún májẹ̀mú títíláí."
"Allah Uba ya zama mashaidi na cikakken shaidar Yesu ma, “Amma game da Ɗan ya ce, “Kursiyinka, ya Allah, na har abada abadin ne, Sandan sarautarka sanda ne na tsantsar gaskiya.” Annabtan Tsohon Alkawari game da Kiristi na sanar da Allahntakarsa, “Gashi, an haifa mana ɗa!","Olorun Baba mo nipa Jesu, sugbon nipa omo re o wipe, “Ite re Oluwa, titi ayeraye ni ati ododo re ni ibugbe re."
(Ƙauna (Allah) tana nuna alheri ga kowa.,Ìfẹ́ (Ọlọ́run) ńfi inú rere hàn sí ènìyàn gbogbo.
"Ya kamata ma'aurata masu gwagwarmaya su nemi shawara daga tsoffin ma'aurata Krista, fasto, ko kuma mai ba da shawara game da aure game da aure.","Àwọn tọkọtaya tí wọ́n ńtiraka gbọ́dọ̀ wá ìmọ̀ràn láti ọwọ́ àwọn tọkọtaya Kristiẹni tí o ti dàgbà, olùṣọ́ àgùntàn, tàbí agbanilámọràn nípa ìgbéyàwó tí o bá bíbélì mu."
Littafi Mai Tsarki bai faɗi a taƙaitawa cewa baiwar magana cikin harsuna ta tsaya ba.,Iwe mimo ko so fun wa wipe ebun ede ko si mon.
"Kyakkyawan gwaji shine don sanin ko zamu iya gaskiya, cikin lamiri mai kyau, roƙi Allah ya albarkaci kuma yayi amfani da wannan aikin don kyawawan manufofin sa.","Bí àyè fún iyèméjì bá wà wípé bóyá inú Ọlọ́run dùn sii, ohun tí ó dára jù ni kí á gba kámú."
Wani shaidar waje na Littafi Mai Tsarki da gaske ne maganar Allah shine mutuncin mutane marubuta .,"Yato si eyi ti a ti so, ohun miran ti o le fi han wa ninu Bibeli nipa otito oro Olorun naa ni bi awon to ko se fi igbagbo sinu re."
"“Kun kuma ci nasara a kan waɗannan, domin shi wanda yake zuciyarku ya fi wanda yake duniya ƙarfi” (1 Yahaya 4:4).",Ẹnití ó nbẹ ninu yín tóbi ju ẹnití ó nbẹ ninu ayé lọ (1 Johannu 4:4)
"Wannan hamayya ne kai tsaye ga gargaɗin Bulus ga Timothawus (da mu ma) don yin karatu don yardar Allah, don haka bai kamata mu ji kunya ba yayin da muke riƙe Maganar Allah daidai.","Èyí wá ní àtakò tààrà sí àmọ̀ràn Pọ́ọ̀lù sí Tímóteù (àti sí àwa náà pẹ̀lú), láti kọ́ ẹ̀kọ́ sí jíjẹ́ ìtẹ́wọ́gbà lọ́wọ́ Ọlọ́run, kí a má ba di ẹni tí ojú tì bí a ti ńdi Ọrọ̀ Ọlọ́run mú."
"Wani lokaci mutane suna samun waraka ta jiki lokacin da suka sanya bangaskiyarsu cikin Kristi, amma wannan ba koyaushe bane lamarin.","Àpọ́stélì Johannu fún wa ní àfojúsùn tí ó tọ̀nà: ""Eyi si ni igboya ti awa ni niwaju rẹ̀, pe bi awa ba bere ohunkohun gẹgẹ bi ifẹ rẹ̀, o ngbọ ti wa."
"Aljanu, kamar yadda ruhu ya fara, suna da ikon mallake jiki ta zahiri.","Àwọn ẹ̀mí èṣù, gẹ́gẹ́ bíi ẹ̀mí, ní agbára láti máa gbé inú àgọ́ ara."
Anan ga wasu matakai zuwa nasara: 1) Furta zunubinka ga Allah (1 Yahaya 1:9).,Èyí ni àwọn ìgbésẹ̀ sí ìṣẹ́gun: 1) Jẹ́wọ́ ẹ̀ṣẹ̀ rẹ sí Ọlọ́run (1 Johannu 1:9).
"Hasumiyar Tsaro Littafi Mai Tsarki da Fili Jama’a sun canza rubutun na Baibul don ya dace da koyarwar ƙarya, maimakon dogaro da koyarwarsu bisa ainihin abin da Littafi Mai Tsarki ke koyarwa.","Ilé-ìṣọ́ Bíbélì àti Ẹgbẹ́ Tí ó ńṣe ìwé pélébé, ṣe àyípadà sí ọ̀rọ̀ akọsílẹ̀ ti Bíbélì kí ó lè wà ní ìbámu rẹ́gí sí ẹ̀kọ́ èké wọn, dípo kí wọ́n ṣe àgbékalẹ̀ awọn ẹ̀kọ́ wọn lé orí ohun ti bibélì ńkọ́ ni ní pàtó."
Amsa,Idahun
Wannan ma ba tambaya ba ce ta iya Ruhu Mai Tsarki ya ba wani kyauta ta mu'ujiza.,Èyí kìí tún ṣe ìbéèrè wípé báwo ni Ẹ̀mí Mímọ́ ṣe le fún ẹnìkan ní ẹ̀bùn ìyanu.
Kauna tana da motsin rai mai ƙarfi.,Ìfẹ́ jẹ́ ìmọ̀lára kan tí o lágbára gan-an.
2) Shin wannan malamin yana wa'azin bishara?,"Eléyìí ni aṣòdì-krístì—ẹni tí ó bá sẹ́ Baba àti Ọmọ."""
"Tashin matattu yana da mahimmanci don dalilai masu zuwa: 1) Idan ba a ta da Almasihu daga matattu ba, masu bi ba za su kasance ba (1 Korantiyawa 15:12-15).","Àjíǹde ṣe pàtàkì fún àwọn ìdí wọ̀nyìí: 1) Bí Kristi kò bá jí dìde nínú òkú, àwọn onígbàgbọ́ kò le jí pẹ̀lú (1 Kọrinti 15:12-15)."
Menene Ayuba ya yi?,Báwo ni Jobu ṣe ṣe sí èyí?
Mutane da dama basu taɓa daina tunani mece ce rayuwa take ba.,Opolopo ni won si tun bere wipe kini itumo aye yi.
An bayyana zunubi a cikin Baibul a matsayin ƙetare dokar Allah (1 Yahaya 3:4) da tawaye ga Allah (Kubawar Shari'a 9:7; Joshua 1:18).,"Ipò rẹ̀ kò tẹ l'ọ́rùn, ó wùú láti gaju Ọlọ́run lọ, èyi sì ni ìṣubú rẹ̀, ìbẹ̀rẹ̀ ẹ̀ṣẹ̀ (Isaiah 14:12-15)."
"David ya ɗauka cewa zai iya gane ɗansa a sama, duk da cewa ya mutu tun yana jariri.","Dafidi lérò wípé òun yóò lè dá ọmọ òun mọ̀ l'ọ́ọ̀run, bí ó tilẹ̀ jẹ wípé ó kú ní kékeré."
Shugabannin Yahudawa sun ba da amsa ta wurin zargin Yesu da yin saɓo (Matta 26: 65-66).,Àwọn olórí Júù dáhùn nípa fífi ẹ̀sùn-un ọ̀rọ̀-ọ̀dì kan Jésù (Matteu 26:65-66).
Amin!”,Ami!
Allah ya yarda da yiwuwar mugunta domin ya bamu zaɓi na gaske game da ko zamu bauta masa.,Ọlọ́run gba ṣíṣeéṣe ibi láàyè kí ó baà lè fún wa ní yíyàn ní tòótọ́ nípa bóyá àwa yóò sìín Òun.
"Mai fassarta harsuna zai sadar da saƙo na mai magana da harsuna ga kowane kuma, don duk su iya ganewa.",Oro naa ni Greki tumo si ‘ahan’ ti o je “ede.” Nitori naa ebun ahan je ede ti Olorun ti fun wa lati ba enia ti ko mo ede naa soro ni ede ti eni naa ko mon.
Zuciya na je wurin waɗancan da suna da tunani su ƙare rayukansu ta wurin kisan kansu.,"O si je ohun ibaunje ti o si je ki awon enia sa fun o. Gege be naa, eyi yi o mu ibanuje ati irora  ayeraye ba awon ti o feran re ti iwo ba pa ara re."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"A wani lokaci, kowane Kirista yana da dangi, aboki, abokin aiki, ko kuma aboki wanda ba Kirista ba.","Ní àwọn ìgbà kan, gbogbo Kristiẹni ti ní mọ̀lẹ́bí kan, ọ̀rẹ́ kan, olùbáṣiṣẹ́pọ̀ kan, tàbí ojúlùmọ̀ tí kìí ṣe Kristiẹni."
"Amma ba zai tilasta mu ga yin biyayya; idan muka zaɓa mu ƙi karɓarsa, yana da ƙaramin zaɓi amma dai ya bamu abin da muka so- yi zama banda shi.","Orun apadi dabi iwo ti ko lopin (Luku 8; 31, Ifihan 9:1), ati adagun ina ati sulfuro, nibiti a o ti ma da awon to n gbe inu re loro t’o san- to ru lai ati lailai (Ifihan 20;10)."
English,English
Amsa,Idahun
"Ubangiji Yesu Kiristi yayi shela, “ ina basu rai madawwami, ba kuwa zasu halaka ba har abada, ba kuma mai ƙwace su daga hannuna.","Jesu Kristi Oluwa wipe, “Emi si fun won ni iye ainipekun: nwon ki o si segbe lailai, ko si si eniti o le ja won kuro li owo mi."
Ido ba tsari ne mai amfani ba har sai idan dukkan sassan sa suna nan kuma suna aiki daidai a lokaci guda.,Ojú kìí ṣe ètò tí ó wúlò àyààfi bí gbogbo ẹ̀yà rẹ̀ bá wà tí wọ́n sì ńsiṣẹ́ déédé ní àkókò kan náà.
"Wannan ya kawo mu ga karin magana 22:6, “Ka koya wa yaro yadda zai yi zamansa, zai kuwa tuna da ita dukan kwanakinsa.” Don ""horarwa"" yana nuna umarnin farko da uba da mahaifiya ke yiwa yaro, ma'ana, karatun sa na farko.","Láti ""tọ́"" tọ́kasí òfin àkọ́kọ́ tí bàbá àti ìyá fún ọmọ, tí í ṣe, ẹ̀kọ́ òwúrọ̀."
"Ban gaskata cewa tada marmarin jima’i mai gamsarwa ne ga Allah ba, ka guje kammanin fasiƙanci, ko a ci gwadawar Allah ta samun galaba akan jikunanmu.","Nitorina, gege bi eyi ti a ti so, emi yio si so wipe ibalopo je ikorira si Olorun, sa fun ohun agüere, tabi se aseyori ninu idawo Olorun ki o si ni olohun lori ara re."
Wannan zunubin yana taimaka mana fahimtar gwagwarmayar Kristi a gonar Getsamani tare da ƙoƙon zunubi wanda za'a zubo masa akan gicciye.,Ikú Jésù l'órí igi àgbélèbú ló pèsè fún ìyè wa l'ẹ́kùnrẹ́rẹ́.
"Farawa 12:1-3: “Ana nan sai Ubangiji ya ce wa Abram, ‘Ka fita daga ƙasarka, da danginka, da gidan mahaifinka zuwa ƙasar da zan nuna maka.","(Jẹnẹsisi 12:1-3): ""Olúwa sì ti wí fun Ábrámù pé, ""Jáde kúrò ní ilẹ̀ rẹ, àti kúrò lọ́dọ̀ àwọn ará rẹ, àti kúrò ní ilé bàbá rẹ, sí ilẹ̀ kan tí èmi ó fi hàn ọ́."
Mataye ya kamata su ɗauki matsayin da ya gaza da iko.,Obirin ni lati ma tele won lati sise.
"idan wani ya kamata ya gane Yesu don shi ne, Farisiyawa ne.",Ọ̀rọ̀-òdì sí Ẹ̀mí Mímọ́ níí fi ṣe pẹ̀lú fífi ẹ̀sùn kan Jésù Kristi wípé ẹ̀mí èṣù gbée wọ̀ dípò kíkún fún Ẹ̀mí-Mímọ́.
Wannan na nfin cewa mun fi kama da Allah da muke kama da kome na dabam (kowace siffar rai dabam).,"O si wipe, ile aye labe orun, “( Igbesi aye bi ile aye ni a le ri pelu oju wa ati ohun ara wa) ofo ni!"
Amsa,Idahun
Markus 4:2).,Marku 4:2).
Kyautar annabci ta ba wa masu imani damar sadarwa da sabuwar gaskiya da wahayi daga Allah.,Ẹ̀bùn ìsọtẹ́lẹ̀ gba àwọn onígbàgbọ́ láàyè láti le sọ òtítọ́ àti ìfihàn titun láti ọ̀dọ̀ Ọlọ́run.
"Maimakon aiki tare don cire kayan, za su yi aiki da juna.","Dípo kí wọn jùmọ̀ ṣiṣẹ́ pọ̀ láti fa ẹrù náà, wọn a ma ṣiṣẹ́ lòdì sí ara wọn."
"A hanya iri ɗaya, mutane koina a duniya, ban da kula da al’ada, kullum suna nome hanyar yin sujada.","Nibe naa, gbogbo awon eniyan ni ile aye, tabi gege bi esin, won ni bi won se n juba."
"Saboda- “Ai, Adamu aka fara halitta , sa’anan Hawwa’u.","Nitoripe- “ a koko da Adamu, leyin naa Efa."
"Bayan rasuwar Russell a shekara ta 1916, Alkali J. F. Rutherford, abokin Russell kuma magajinsa, ya rubuta juzu’i na bakwai kuma na ƙarshe na jerin “Millennial Dawn”, “Asiri Da Ya Gama,” a cikin shekarar 1917.","Lẹ́hìn ikù Rùselì nì 1916, Judge J. F. Rutherford, Ọ̀rẹ́ Rutherford, àti ẹni tì ó wá lẹ́hìn rẹ̀, kọ abala kéje àti ìparí ""Ìbẹ̀ẹ̀rẹ̀ ti Ẹgbẹ̀rún ọdún,"" àwọn àkójọpọ̀ rẹ̀, ""Àdìtú Àṣeparí,"" ní 1917."
Dukan annabcin Daniyel na bakwai saba'in (Daniyel 9:20-27) yana magana ne game da al'ummar Isra'ila.,Gbogbo àṣọtẹ́lẹ̀ Daniẹli nípa àádọ́rin ó lé méje (Daniẹli 9:20-27) ńsọ nípa orílẹ́-èdè Isrẹli.
"Gwargwadon fahimtar Kalmar Allah, da kyau zamu san abin da za mu yi addu'a a gare shi (Yahaya 15:17).","Ibi tí ó dára láti bẹ̀rẹ̀ ni 1 Tẹssalonika 5:12-24, tí ó sọ ọ̀pọ̀lọpọ̀ nǹkan tí ó jẹ́ ìfẹ́ Ọlọ́run fún wa."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Zuwan na biyu ana maganarsa dalla dalla a cikin Wahayin Yahaya 19:11-16, “Sai na ga sama ta dāre, sai ga wani farin doki!","A sọ̀rọ̀ ìpadàbọ̀ lẹ́kèejì ní ẹ̀kúnrẹ́rẹ́ nínú ìwé Ìfihàn 19:11-16, ""Mo si rí ọ̀run ṣí sílẹ̀, si woo, ẹsin funfun kan; ẹniti o si joko lori rẹ̀ ni a ńpe ni Olódodo àti Olóòótọ́, Ninu ododo li o si ńṣe ìdájọ́, tí ó sì ńjagun."
"Koyaya, bayan wannan mahimmancin ma'anar, Littafi Mai-Tsarki yayi magana game da rai a wurare da yawa.","Ṣùgbọ́n, yàtọ̀ sí ìtumọ̀ tó ṣe kókó yìí, Bíbélì sọ nípa ọkàn nínú ọ̀pọ̀lọpọ̀ àyọkà."
"Wannan Ruhu Mai Tsarki wanda yake zaune a cikin kowane mai bi yana sa zuciyarmu ta yi farin ciki yayin da muke jin yabo ga Ubangijinmu da mai cetonmu, yana haɗa mu tare cikin ƙawance na amintaka da ba a sami wani abu a rayuwa ba.","Ẹ̀mí Mímọ́ kań náà tí ó ńgbé inú olúkùlùkù onígbàgbọ̀ mú kí ọkàn wa kí ó yọ̀ gẹ́gẹ́ bí a ti gbọ́ ìyìn sí Olúwa àti Olùgbàlà, tí ńso wá papọ̀ ní ọ̀nà ìdìpọ̀ ìbáṣepọ̀ tí ó dá yàtọ̀ èyítí a kò rí níbikíbi nínú ayé."
Babu abin da ka taɓa yi da yafi muni don Yesu ya gafarta.,"“Emi o fi ese re le ona, emi o si ko o li ona ti iwo o rin: emi o ma fi oju mi to o (Orin Dafidi 32:8)."
"Koyaya, an umurce mu da mu raba bishara, kuma babu wani uzuri don ƙin yin haka (Matiyu 28:19-20; 1:8; 1 Bitrus 3:15).","Ṣùgbọ́n, a ti pá àṣẹ fún wa láti pín ìhìnrere náà, kò sì sí àwáwí láti ma ṣe bẹ́ẹ̀ (Matteu 28:19–20; Iṣe wọn Apọsteli 1:8; 1 Peteru 3:15)."
Littafi Mai-Tsarki ya hana mu ɓata shekaru na rayuwarmu akan abin da ba shi da mahimmanci kuma ba zai dawwama ba (Matiyu 7:24-27).,Bíbélì ńpa wá mọ́ kúrò nínú ìfi ọjọ́ ayé wa ṣ'òfò lórí ohun tí kò wúlò àti èyí tí kò ni pẹ́ (Matteu 7:24-27).
Ba ya yiwuwa a fadi tabbatacce ko wasu na wadannan dabbobi mai yiwuwa su zama dabbobin gida da muke da su lokacin da muke nan a duniya.,Ko si se-se ki a so wipe boya awon eranko yi yio je eyi ti a ni nigbati awa laye.
"Waɗanda suke nuna wariyar launin fata, nuna wariya, da wariya suna bukatar su tuba.","Àwọn tí ó ńṣe ẹlẹ́yàmẹ̀yà, ìkórira àti yíyanisọ́tọ̀ nílò láti ronúpìwàdà."
"Mutumin da ya dandani baiwar Allah na ceto da yanci daga bautar zunubi, kamar yadda Allah ya gyara ransa, zai gane cewa bautar wani mutum kuskure ne.","Ẹni tí ó bá ti ní ìrírí ẹ̀bun Ọlọ́run nípa ìgbàlà àti òmìnira kúrò lọ́wọ́ ẹrú ẹ̀ṣẹ̀, gẹ́gẹ́ bíi Ọlọ́run ti ńtún ọkàn rẹ̀ ṣe, yóò ri wípé kò dára kí á kó àwọn ẹlòmíràn ní ẹrú."
Ta hanyar sanya Allah ne malami kuma mai mulki wanda akan ikonsa ake yin komai za'a iya cimma burin ilimi.,"Ó jẹ́ nípa jíjẹ́ kí Ọlọ́run nìkan tíí ṣe olùkọ́ àti olùdarí, lábẹ́ àṣẹ ẹnití a ńṣe ohun gbogbo tí èrèdí ẹ̀kọ́ sì fi lè wá sí ìmúṣe."
"Mu dai san cewa Allah mai gaskiya ne kuma cewa sa’anda mun kai sama zamu sami kanmu da cikakken yarda da yanke shawara kan batun, komene ne zata iya zama?","A mon wipe olododo ni Olorun ati wipe ti awa ba de orun, a o ni ifowosowopo pelu ipinu lori oro yi, tabi ohun ti o ba je."
"Jerin na biyu shine ""'ya'yan ruhu"" (ayoyi 22-23).","Àkójọ kejì ni ""eso ti Ẹ̀mí"" (àwọn ẹsẹ̀ 22-23)."
"Idan ya zama abin da zai ruɗar da kai ko jin kunya game da shi idan wasu sun gano shi, a zama mai yiwuwa ainun cewa ta zama zunubi ne.",Ti ese ifekufe ati iran ibalopo ba ti dopin- ayewo ibalopo yio je ohun kekere lati fi sile.
Shin rashin yarda da Allah da gaske shine ainihin maƙasudin waɗanda basu yarda da Allah ba suna da'awar hakan?,Ǹjẹ́ ìwò wípé kò sí Ọlọ́run jẹ́ ipò òtítọ́ tí ó mú ọgbọ́n dání bí àwọn tí kò gbàgbọ́ wípé Ọlọ́run wà ṣe ńjẹ́wọ́?
"Abin yiwa sujada mai yiwuwa ya bambanta, amma azancin “iko mafi tsauri” ta zama wata sashen ɗan adam wanda ba za a musunta ba.","Ijuba yato si ara won, eyi ni agbara nla."
"Ba kamar ɗan adam da ke da ruhu ba, 'yan adam rayuka ne.","Yàtọ̀ sí wípé ènìyàn ní ẹ̀mí, ènìyàn jẹ́ ọkàn."
"“Amma duk iyakar waɗanda suka karɓe shi, wato masu gaskatawa da sunansa,ya basu ikon zaman ƴaƴan Allah, wato waɗanda aka haifa ba daga jini ba, ba daga kwaɗayin jiki ko nufin mutum ba, amma daga wurin Allah” (Yahaya 1:12-13).","Sugbon iye awon ti o gba a awon li o fi agbara fun lati di omo Olorun, ani awon na ti o gba oruko re gbo; Awon eniti a bi ki ibe nipa ti eje, tabi nipa ti ife ara, beni ki ise nipa ife ti enia, bikose nipa ife ti Olorun” (Johannu 1;12-13)."
"Shaiɗan da aljanunsa suna yaudarar duniya (2 Korantiyawa 4:4), suna yada koyarwar ƙarya (1 Timothawus 4:1), suna kai hari ga Kiristoci (2 Korantiyawa 12:7; 1 Bitrus 5:8), kuma suna yaƙi da mala'iku tsarkaka (Wahayin Yahaya 12:4-9).","Sàtánì àti àwọn ẹ̀mí èṣù ńtan ayé jẹ (2 Kọrinti 4:4), polongo ẹ̀kọ́ òdì (1 Timoteu 4:1), tako àwọn Kristiẹni (2 Kọrinti 12:7, 1 Peteru 5:8), wọ́n síì gbógun ti àwọn ańgẹ́lì mímọ́ (Ifihan 12:4-9)."
"Yanayin mutuwar sauran manzannin suna da alaƙa ne ta hanyar al'adar coci, don haka bai kamata mu sanya nauyi da yawa a kan kowane ɗayan asusun ba.","Àwọn ìṣẹ̀lẹ̀ tí ó yí àwọn ikú àwọn àpọ́stélì tí ó kù ni a mọ̀ nípasẹ̀ ìtàn àtọwọ́dọ́wọ́ ìjọ, nítorí náà àwa kò gbọ́dọ̀ gbé ara lé èyíkéyì àwọn àkọsílẹ̀ míìrán."
Wannan shine dalilin da yasa littafi mai tsarki ya bayyana shirin ceto sarai.,Ìdí nìyí tí Bíbélì fi fi ètò ìgbàlà hàn kedere tó bẹ́ẹ̀ gẹ́.
"Ka lura a cikin Markus 3:30 Yesu yayi cikakken bayani game da abin da firistoci suka aikata don saɓo wa Ruhu Mai Tsarki: ""Ya faɗi haka ne saboda suna cewa, 'Yana da ruhu marar tsarki.'""","Ṣe àkíyèsi, ní Marku 3:30 wípé Jésù sọ̀rọ̀ ní pàtó nípa ohun tí àwọn Farisí ṣe láti dẹ́ṣẹ̀ ìsọ̀rọ̀ òdì sí Ẹ̀mí Mímọ́: ""Ó sọ èyí nítorípé wọ́n wí pé 'Ó ní ẹ̀mí àìmọ́.'"""
"Bayan haka, ba za a iya samun daidaitaccen mizanin fassara ba; maimakon haka, Nassi ya zama batun ra'ayin kowane mutum game da abin da ake nufi.","Nígbà náà, kò lè sí òṣùwọ̀n àtakò fún ìtumọ̀; bíkòṣe wípé Ìwé Mímọ́ tẹríba sí èróńgbà ẹnìkọ̀ọ̀kan nípa ohun tí ó túmọ̀ rẹ̀ sí."
